 comment: None given                            Feff8L (EXAFS)       0.1
 Source:
 Structure Summary:  Cu1
 Reduced formula:  Cu
 space group: (Fm-3m), space number:  (225)
 abc:  2.529625   2.529625   2.529625
 angles: 60.000000  60.000000  60.000000
 sites: 1
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=29 Rmt= 1.433 Rnm= 1.488 K  shell
 Pot 1 Z=29 Rmt= 1.359 Rnm= 1.402
  5.400  2.1902E+00  9.9957E-02 -2.2010E+01  1.088E+00  7.5973E+00  5.5918E+00
  5.600  2.0856E+00  9.5311E-02 -2.2179E+01  1.075E+00  7.9087E+00  5.7801E+00
  5.800  1.9817E+00  8.9206E-02 -2.2341E+01  1.063E+00  8.2309E+00  5.9695E+00
  6.000  1.8797E+00  8.2341E-02 -2.2495E+01  1.051E+00  8.5633E+00  6.1599E+00
  6.500  1.6355E+00  6.3086E-02 -2.2860E+01  1.025E+00  9.4354E+00  6.6394E+00
  7.000  1.4087E+00  4.4711E-02 -2.3206E+01  1.005E+00  1.0361E+01  7.1229E+00
  7.500  1.1935E+00  2.9917E-02 -2.3544E+01  9.917E-01  1.1335E+01  7.6095E+00
  8.000  9.8137E-01  1.9879E-02 -2.3875E+01  9.812E-01  1.2355E+01  8.0983E+00
  8.500  7.7636E-01  1.4047E-02 -2.4255E+01  9.722E-01  1.3416E+01  8.5890E+00
  9.000  5.8139E-01  1.1938E-02 -2.4654E+01  9.638E-01  1.4518E+01  9.0810E+00
  9.500  3.9911E-01  1.1852E-02 -2.5026E+01  9.558E-01  1.5657E+01  9.5743E+00
 10.000  2.2655E-01  1.2385E-02 -2.5347E+01  9.477E-01  1.6833E+01  1.0068E+01
 11.000 -1.0889E-01  1.2653E-02 -2.5873E+01  9.345E-01  1.9288E+01  1.1059E+01
 12.000 -4.2374E-01  1.0715E-02 -2.6243E+01  9.253E-01  2.1874E+01  1.2052E+01
 13.000 -7.1003E-01  8.5373E-03 -2.6397E+01  9.211E-01  2.4583E+01  1.3046E+01
 14.000 -9.7848E-01  7.7448E-03 -2.6466E+01  9.192E-01  2.7408E+01  1.4041E+01
 15.000 -1.2250E+00  7.4884E-03 -2.6620E+01  9.186E-01  3.0343E+01  1.5037E+01
 16.000 -1.4546E+00  7.1519E-03 -2.6833E+01  9.194E-01  3.3383E+01  1.6034E+01
 17.000 -1.6692E+00  6.7270E-03 -2.7110E+01  9.205E-01  3.6525E+01  1.7031E+01
 18.000 -1.8684E+00  5.9050E-03 -2.7422E+01  9.221E-01  3.9763E+01  1.8028E+01
 19.000 -2.0560E+00  4.9324E-03 -2.7720E+01  9.239E-01  4.3094E+01  1.9026E+01
 20.000 -2.2312E+00  3.9134E-03 -2.8007E+01  9.256E-01  4.6515E+01  2.0025E+01
